employee_id,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months
EMP100344,Iman Wijaya Ginting,303395,3,2,1,4,1,3,2,2,3,112
EMP100345,Arif Jatmiko Wibowo,904691,3,1,6,6,1,3,2,4,3,7
EMP100346,Ari Ridwan,772854,2,4,3,1,1,1,1,3,3,64
EMP100347,Rizky Nabila Fauziah,746531,2,1,2,4,5,1,2,4,4,53
EMP100348,Indra Ananda,608424,4,2,4,2,1,3,2,1,3,65
EMP100349,Dwi Ridwan,417624,2,4,3,4,5,3,3,1,1,97
EMP100350,Galih Ganesha Fauziah,574728,2,2,4,4,3,2,3,1,4,98
EMP100351,Cahyo Jatmiko Wibowo,342607,3,1,6,6,5,3,1,4,1,62
EMP100352,Gita Wijaya Lestari,360837,4,1,6,1,3,1,3,2,5,24
EMP100353,Wahyu Kusuma,461785,3,4,2,6,4,1,3,4,3,24
EMP100354,Wahyu Setiawan,635548,4,4,3,4,4,2,2,4,5,52
EMP100355,Dimas Erlangga Yulianto,225016,2,2,2,5,3,1,3,1,4,86
EMP100356,Adi Baskara Subekti,895426,2,3,4,4,5,3,3,1,4,18
EMP100357,Adit Siregar,197677,1,2,2,6,2,3,2,1,1,90
EMP100358,Rizki Handayani,634957,1,4,3,5,3,3,2,4,3,97
EMP100359,Vania Baskara Pratama,674316,2,1,1,6,3,1,1,4,2,24
EMP100360,Rizka Rachman Wijaya,652331,1,4,5,3,1,2,1,2,5,6
EMP100361,Eko Baskara Ananda,812639,3,3,3,2,5,1,1,4,1,52
EMP100362,Adit Ginting,333391,4,3,1,5,4,3,3,4,1,32
EMP100363,Zahra Salsabila,134265,3,2,5,5,5,1,2,3,4,44
EMP100364,Utami Kusuma,705134,3,4,6,2,2,3,2,4,2,60
EMP100365,Maya Syahputra,620897,1,1,6,3,2,1,1,3,4,37
EMP100366,Zaki Qolbi Tamba,989990,3,3,4,3,3,1,3,2,2,65
EMP100367,Utami Utama Maulana,294905,1,2,5,5,5,3,2,3,2,63
EMP100368,Dewi Indrawan,472478,2,4,2,1,2,2,3,3,3,111
EMP100369,Wahyu Halim,487988,4,1,3,2,2,1,3,1,2,51
EMP100370,Bayu Tamba,645731,3,1,4,3,5,1,3,2,6,34
EMP100371,Ahmad Yudhistira Pratama,909147,2,1,1,3,4,1,2,3,6,71
EMP100372,Andi Baskara Pamungkas,653084,1,2,5,5,5,2,3,2,3,20
EMP100373,Gita Lestari,338577,1,1,1,1,5,2,3,1,6,73
EMP100374,Utami Tamba,674491,3,4,1,6,2,1,1,2,4,14
EMP100375,Intan Setiawan,232284,2,4,3,1,2,2,1,3,2,58
EMP100376,Evi Iqbal Syahputra,924611,2,4,4,4,1,2,3,3,3,25
EMP100377,Mahendra Pramudita Sinaga,371193,1,3,2,1,5,1,1,3,5,91
EMP100378,Hana Halim,321596,4,2,5,6,4,2,1,4,2,27
EMP100379,Ayu Mahardika Simanjuntak,840629,3,2,5,4,4,3,1,3,4,64
EMP100380,Evi Maulida,878062,4,2,2,4,2,2,3,3,3,32
EMP100381,Cahyo Halim Siregar,908213,3,2,4,5,2,2,3,1,5,43
EMP100382,Utami Erlangga Tamba,208071,2,4,5,4,4,2,2,2,4,65
EMP100383,Eko Mahendra,161541,4,1,5,1,1,3,1,3,4,66
EMP100384,Dimas Saputra Utami,827380,1,4,1,5,3,2,1,4,5,98
EMP100385,Hana Ananda,303038,1,2,4,1,5,2,3,4,5,44
EMP100386,Tania Santoso,675878,1,3,3,6,4,2,3,2,5,76
EMP100387,Ari Tri Hartanto,981132,2,3,6,5,3,2,3,3,4,50
EMP100388,Rani Qolbi Zulfikar,541183,1,4,1,1,1,3,1,3,1,33
EMP100389,Fajar Pratama,434915,2,3,5,3,1,2,3,4,6,74
EMP100390,Bayu Tri Simanjuntak,454485,2,3,1,1,3,3,1,2,4,35
EMP100391,Rizka Adi Anggara,731323,1,4,3,3,3,3,3,2,5,51
EMP100392,Tania Herlambang,129384,1,3,6,2,3,3,1,1,6,20
EMP100393,Oktavia Ramadhan,782437,4,2,2,3,2,1,3,1,1,61
EMP100394,Hadi Jatmiko Kurniawan,222371,3,1,4,5,5,3,1,3,3,44
EMP100395,Joko Nabila Santoso,564871,3,3,1,2,1,1,3,4,4,54
EMP100396,Zaki Anugrah Nugroho,875084,4,1,6,3,3,2,3,4,6,36
EMP100397,Yuni Iqbal Putra,741949,4,3,5,5,2,1,2,1,5,90
EMP100398,Joko Wijaya Wijaya,399540,1,3,2,3,4,1,3,2,5,94
EMP100399,Zaki Ramadhan,526292,1,3,5,5,1,2,3,3,3,56
EMP100400,Luthfi Herlambang,517255,4,1,4,3,2,2,3,3,2,53
EMP100401,Dwi Wijaya Halim,744205,4,2,1,4,2,1,1,3,6,74
EMP100402,Fajar Candra Maulida,589960,1,3,6,3,3,3,1,1,5,91
EMP100403,Prasetyo Lestari,468763,2,2,2,1,2,1,1,4,2,46
EMP100404,Anisa Tri Anggara,182223,3,3,4,3,5,3,2,2,5,25
EMP100405,Teguh Erlangga Setiawan,537895,2,4,1,3,5,1,1,4,4,55
EMP100406,Vania Lestari Subekti,418303,4,2,4,3,4,2,1,1,5,25
EMP100407,Arif Rachman Suharto,625383,2,2,1,3,3,1,1,4,3,94
EMP100408,Rafa Anugrah Kusuma,310594,1,3,3,3,1,3,1,2,2,26
EMP100409,Rani Ginting,248563,2,2,4,2,3,3,2,2,4,24
EMP100410,Adit Saputra Wijaya,670362,2,1,4,1,2,3,1,1,4,64
EMP100411,Rani Fauziah,266657,2,2,3,6,3,3,1,4,1,29
EMP100412,Tania Syahputra,610532,4,4,1,5,4,1,2,2,4,26
EMP100413,Zahra Utama Pratomo,376539,2,1,3,6,5,2,1,1,6,46
EMP100414,Citra Hasibuan,184175,1,2,4,6,4,2,3,3,4,70
EMP100415,Hadi Lukman,306853,1,1,2,2,2,2,1,1,4,38
EMP100416,Cahyo Ganesha Handayani,763802,4,3,2,6,4,1,3,3,4,38
EMP100417,Adi Situmorang,212203,2,1,1,4,1,1,1,4,3,32
EMP100418,Oktavia Ganesha Fauziah,361013,4,4,4,4,4,2,2,4,4,29
EMP100419,Lestari Hidayat,143661,4,1,1,4,1,2,2,2,5,49
EMP100420,Vania Hartanto,857131,4,4,2,2,4,1,2,3,3,81
EMP100421,Adit Anggara,122593,4,2,2,2,2,2,1,2,2,51
EMP100422,Ari Handayani,412819,4,2,1,6,5,3,1,1,6,54
EMP100423,Valdo Fauziah,504461,2,3,1,4,1,1,1,2,6,83
EMP100424,Valdo Ramadhan,583793,4,4,5,5,3,1,2,1,6,23
EMP100425,Novi Baskara Sinaga,948537,4,1,2,1,3,3,2,4,6,53
EMP100426,Dimas Pamungkas,182205,4,2,1,4,1,3,1,2,5,50
EMP100427,Dimas Adi Mahendra,824622,4,2,4,5,3,1,2,3,1,42
EMP100428,Umar Pamungkas,651268,4,4,5,4,3,2,1,3,2,61
EMP100429,Gita Candra Situmorang,373545,1,1,3,3,4,3,1,4,6,31
EMP100430,Valdo Nabila Rohman,152410,1,1,5,3,4,2,1,1,4,39
EMP100431,Novi Wijaya Putra,672623,4,3,3,5,5,1,2,4,6,119
EMP100432,Rani Fadillah Rahmawati,816269,4,2,3,4,1,3,2,1,6,94
EMP100433,Dian Ridwan,953498,4,1,3,5,4,3,2,1,6,9
EMP100434,Hadi Wibowo,529665,3,4,3,2,5,1,3,3,5,59
EMP100435,Intan Syahputra,846697,1,3,5,5,1,1,1,3,6,34
EMP100436,Zahra Wijaya,344400,2,1,4,6,1,3,2,1,2,94
EMP100437,Indra Hartanto,694645,3,4,6,4,1,3,1,2,5,86
EMP100438,Bayu Yudhistira Santoso,890632,1,4,3,3,5,3,3,1,5,50
EMP100439,Intan Tamba,951570,3,1,5,1,2,2,3,2,6,54
EMP100440,Cahyo Utama Sinaga,982586,1,3,6,6,2,2,1,1,5,3
EMP100441,Kartika Herlambang,110921,2,1,1,6,3,1,1,1,3,24
EMP100442,Andi Qolbi Hidayat,115176,3,4,3,5,1,2,3,2,2,29
EMP100443,Bayu Qolbi Hidayat,515233,3,2,5,5,3,3,3,3,5,49
EMP100444,Dimas Purnama,741385,1,3,2,3,3,3,3,1,5,80
EMP100445,Kurnia Wijaya,613214,1,3,5,6,2,1,2,3,6,31
EMP100446,Rifqi Iqbal Ginting,433489,2,1,2,5,3,1,2,4,3,75
EMP100447,Rendra Zulfikar Lestari,608514,1,3,3,3,3,3,3,2,4,23
EMP100448,Gita Jatmiko Santoso,564093,4,1,2,4,4,2,1,4,3,66
EMP100449,Ari Ramadhan,776021,1,3,2,6,1,2,1,1,1,120
EMP100450,Indra Lestari,249957,4,3,5,3,5,1,1,3,1,19
EMP100451,Fitri Qolbi Simanjuntak,143626,3,1,4,2,5,3,3,4,6,63
EMP100452,Zahra Zulfikar Ramadhan,908586,3,1,3,2,4,3,3,4,1,52
EMP100453,Yuni Subekti,595092,1,3,2,2,5,3,3,2,6,27
EMP100454,Nadia Iqbal Maulana,711345,1,1,3,6,3,1,2,2,5,0
EMP100455,Zaki Siregar,932585,4,2,4,4,3,2,1,2,4,71
EMP100456,Rama Gunawan,604540,2,1,3,4,2,1,1,3,1,51
EMP100457,Nurlita Maulana,759462,1,1,3,6,3,2,3,3,4,63
EMP100458,Fajar Mahardika Handayani,876151,4,2,3,5,2,2,3,1,6,70
EMP100459,Zahra Syahputra,906970,1,1,1,3,3,1,3,3,5,81
EMP100460,Joko Sinaga,551128,4,2,4,3,3,2,2,1,4,45
EMP100461,Novi Suharto,854545,3,1,3,2,3,2,1,3,3,37
EMP100462,Lestari Anggara,802474,4,3,5,6,2,1,1,3,3,28
EMP100463,Arif Kurniawan,514863,4,4,4,3,3,1,3,2,4,91
EMP100464,Anisa Erlangga Lukman,604118,4,4,1,3,2,3,1,4,4,104
EMP100465,Eko Pamungkas,583584,1,2,5,1,4,3,2,1,1,48
EMP100466,Gita Nabila Indrawan,483945,2,4,6,2,4,1,3,3,5,48
EMP100467,Lestari Mahardika Suharto,700106,1,4,6,6,2,3,1,1,3,10
EMP100468,Dinda Erlangga Indrawan,926889,1,1,3,3,1,2,1,3,5,26
EMP100469,Sari Suharto,606506,3,4,6,5,3,2,3,1,3,57
EMP100470,Wulan Saputra Santoso,569255,1,2,3,4,3,2,3,2,4,64
EMP100471,Indra Zulfikar Rahmawati,660922,2,3,5,3,2,2,3,1,1,32
EMP100472,Rani Zulfikar Ginting,858143,4,4,1,4,5,1,1,3,3,44
EMP100473,Zaki Zulfikar Salsabila,529714,4,2,1,2,2,1,2,4,5,6
EMP100474,Vania Iqbal Fauziah,308819,1,3,2,5,1,3,2,4,2,45
EMP100475,Rizky Setiawan,269930,1,1,4,3,4,1,1,2,1,47
EMP100476,Sari Hartanto,161209,3,3,3,1,4,2,2,3,4,96
EMP100477,Gita Wibowo,493852,2,2,4,1,4,3,2,3,6,98
EMP100478,Nurlita Kusuma Pratama,460826,4,4,5,2,4,1,1,2,2,66
EMP100479,Rendra Yudhistira Herlambang,444419,2,1,2,1,2,2,3,3,2,82
EMP100480,Dimas Maulana,947073,3,1,3,4,1,1,1,4,6,28
EMP100481,Rama Salsabila,569010,3,1,2,1,4,3,1,1,6,90
EMP100482,Rani Rachman Setiawan,287204,1,4,2,5,5,3,3,4,6,38
EMP100483,Intan Nabila Pamungkas,691951,1,3,6,4,4,3,1,2,6,23
EMP100484,Citra Nabila Handayani,406686,4,1,4,4,2,3,3,2,3,35
EMP100485,Galih Aji Saputra,244322,1,3,6,5,2,2,3,3,4,20
EMP100486,Joko Simanjuntak,962324,4,3,3,5,3,2,1,3,4,22
EMP100487,Joko Lukman,777470,4,3,6,5,4,2,2,4,3,24
EMP100488,Luthfi Pratama,575047,3,1,3,6,2,2,2,2,5,64
EMP100489,Vania Adi Setiawan,404889,2,2,1,5,5,1,2,3,4,12
EMP100490,Cahyo Suharto,876642,1,1,5,5,3,1,2,3,5,44
EMP100491,Gita Anggara,373972,1,1,3,6,5,2,1,1,4,85
EMP100492,Ahmad Lestari Handayani,133776,4,1,4,6,3,3,1,4,2,74
EMP100493,Nurlita Wijaya,387766,3,1,6,5,3,2,1,4,4,47
EMP100494,Dwi Mahardika Anggara,597410,1,4,4,3,1,2,2,1,3,30
EMP100495,Gita Ganesha Zulfikar,169722,1,3,4,3,5,3,2,3,3,64
EMP100496,Intan Wijaya Pratomo,896918,2,2,1,4,2,3,2,1,5,74
EMP100497,Oka Syahputra,629244,1,1,4,2,1,2,3,3,4,38
EMP100498,Fitri Situmorang,983548,1,1,4,1,5,2,2,4,4,58
EMP100499,Adit Herlambang,579047,1,3,2,4,1,1,1,3,3,43
EMP100500,Yoga Mahardika Gunawan,848425,3,3,6,3,5,3,1,4,2,16
EMP100501,Rifqi Rachman Santoso,940942,1,3,5,5,4,3,1,4,6,36
EMP100502,Wahyu Hasibuan,753133,2,2,6,5,5,3,2,4,5,59
EMP100503,Prasetyo Ganesha Ramadhan,125536,4,3,4,2,1,3,1,2,4,44
EMP100504,Kartika Halim Ginting,809245,3,2,2,6,5,3,2,1,2,47
EMP100505,Intan Pramudita Maulida,741605,1,1,5,2,4,3,3,3,6,66
EMP100506,Cahyo Iqbal Suharto,749189,2,3,1,1,3,1,1,4,6,82
EMP100507,Dewi Rahmawati,878742,2,1,1,5,3,3,2,3,6,44
EMP100508,Sari Nabila Halim,125862,4,4,3,3,4,2,1,4,3,41
EMP100509,Zaki Tri Lestari,431599,2,4,1,1,2,3,2,2,2,47
EMP100510,Rizky Lestari Situmorang,384721,2,1,4,3,4,3,2,2,6,46
EMP100511,Nugroho Saputra,370041,2,1,5,1,2,2,3,1,3,29
EMP100512,Valdo Ginting,923589,3,4,2,6,4,3,3,2,5,52
EMP100513,Nabila Fadillah Setiawan,450065,1,1,6,6,1,1,3,1,2,59
EMP100514,Fitri Saputra Yulianto,844504,2,4,4,5,4,2,3,2,1,64
EMP100515,Cahyo Handayani,509749,1,3,3,3,5,1,1,3,6,65
EMP100516,Yoga Nugroho,815764,2,2,1,6,2,1,1,3,4,37
EMP100517,Rendra Wibowo,748583,4,3,6,4,1,2,3,2,3,27
EMP100518,Hana Erlangga Gunawan,250311,1,3,1,6,3,1,3,3,5,83
EMP100519,Teguh Indrawan,782845,2,3,5,6,1,1,2,4,1,56
EMP100520,Rifqi Kusuma Wibowo,265403,3,1,1,1,1,3,2,3,3,74
EMP100521,Nadia Gunawan,928685,2,3,2,6,2,3,3,1,6,35
EMP100522,Nabila Yudhistira Salsabila,963792,1,1,6,4,5,1,3,3,5,63
EMP100523,Indra Adi Hartanto,926943,3,1,4,1,1,3,3,1,4,33
EMP100524,Hadi Nugroho,214245,2,2,2,1,4,2,3,3,2,23
EMP100525,Umar Fauziah,505954,4,1,4,3,4,2,2,4,6,79
EMP100526,Kartika Maulana,497248,4,1,5,3,3,2,3,4,6,82
EMP100527,Rendra Situmorang,420241,3,4,6,6,2,2,2,4,5,50
EMP100528,Lestari Suharto,657020,3,4,5,2,4,3,1,3,3,18
EMP100529,Anisa Lukman,868144,2,4,4,1,2,2,1,1,1,46
EMP100530,Rizki Lestari Suharto,567757,2,2,2,4,1,2,3,2,1,56
EMP100531,Bella Erlangga Pratama,286789,4,4,1,2,5,2,3,1,2,1
EMP100532,Umar Baskara Gunawan,265182,3,1,2,1,4,2,1,1,3,41
EMP100533,Fajar Ananda,208101,1,3,1,4,5,1,3,4,6,19
EMP100534,Rama Kurniawan,280618,4,1,4,6,2,3,2,3,6,20
EMP100535,Wahyu Nabila Saputra,448793,2,3,6,2,5,3,2,3,1,57
EMP100536,Eko Gunawan,354263,4,4,5,5,5,3,2,1,1,79
EMP100537,Iman Yulianto,641586,2,1,2,6,1,2,1,3,2,34
EMP100538,Maya Gunawan,761826,2,1,2,6,3,2,2,4,4,39
EMP100539,Teguh Dharma Indrawan,632475,3,3,4,6,5,3,1,4,2,21
EMP100540,Anisa Halim Ramadhan,179922,2,2,3,3,2,1,3,3,5,47
EMP100541,Dinda Candra Pamungkas,585878,3,1,6,6,5,2,2,4,1,30
EMP100542,Ahmad Situmorang,108424,3,1,2,5,3,3,3,2,6,78
EMP100543,Teguh Fadillah Ramadhan,514092,3,2,4,1,4,2,3,4,2,57
EMP100544,Citra Putra,512663,4,2,5,4,1,1,3,3,2,50
EMP100545,Adit Firmansyah,424202,1,2,4,4,4,2,1,4,6,54
EMP100546,Nadia Saputra Kusuma,767202,2,4,4,5,1,1,3,4,5,77
EMP100547,Nabila Anggara,508164,4,1,3,3,1,2,1,2,1,28
EMP100548,Fajar Suharto,452688,4,4,2,4,1,1,2,3,3,88
EMP100549,Lestari Aji Subekti,559744,1,3,4,4,2,1,3,4,3,22
EMP100550,Hadi Hartanto,391464,3,1,3,3,3,2,2,3,5,68
EMP100551,Mahendra Aji Permadi,124271,3,4,1,2,5,3,3,3,2,33
EMP100552,Vania Syahputra,394697,4,3,3,5,3,1,3,1,3,69
EMP100553,Lestari Kurniawan,989565,3,2,2,3,4,1,2,1,1,31
EMP100554,Intan Saputra,233259,4,1,4,4,5,3,3,1,2,83
EMP100555,Rani Anugrah Ridwan,236227,4,4,6,5,2,1,1,1,5,2
EMP100556,Hadi Rohman,110531,3,1,2,5,5,2,1,3,4,61
EMP100557,Rizka Subekti,442226,2,1,1,6,4,2,2,2,1,59
EMP100558,Joko Kurniawan,881556,3,1,6,2,2,2,1,4,4,79
EMP100559,Ayunda Anggara,293095,3,2,6,6,5,3,2,4,2,26
EMP100560,Adit Zulfikar Hidayat,473938,3,4,1,6,4,2,2,1,2,63
EMP100561,Valdo Santoso,689781,3,4,6,5,3,1,1,1,3,0
EMP100562,Utami Suharto,666114,1,2,1,6,4,3,1,4,4,24
EMP100563,Dinda Maulida,347632,3,2,2,3,5,2,2,2,4,9
EMP100564,Maya Candra Lukman,394860,2,4,2,2,3,2,3,4,3,27
EMP100565,Anisa Pramudita Maulana,911583,2,1,3,5,3,2,3,1,2,28
EMP100566,Rendra Setiawan,661335,1,1,6,4,2,3,2,1,4,95
EMP100567,Nurlita Ananda,391102,2,4,1,3,5,3,1,4,1,79
EMP100568,Hana Dharma Gunawan,151270,2,3,6,5,4,3,1,2,3,61
EMP100569,Zaki Anggara,401004,4,3,6,1,5,1,1,3,3,30
EMP100570,Dewi Mahardika Purnama,529446,2,3,6,4,4,2,3,3,6,72
EMP100571,Yuni Setiawan,809305,4,1,4,5,3,2,3,3,2,40
EMP100572,Rama Pradana,621816,3,1,2,1,5,1,2,1,3,53
EMP100573,Arif Pramudita Syahputra,979823,1,3,2,3,3,2,1,1,2,15
EMP100574,Kartika Putra,698987,2,3,2,5,1,1,3,3,2,64
EMP100575,Prasetyo Handayani,978825,3,3,4,6,5,2,2,2,6,10
EMP100576,Andi Wijaya Kusuma,344402,3,2,4,1,2,2,1,4,6,48
EMP100577,Umar Anugrah Hidayat,169857,4,3,2,3,1,2,1,3,3,79
EMP100578,Teguh Anggara,367278,4,1,5,1,4,2,1,1,2,72
EMP100579,Yoga Sinaga,451139,3,1,6,3,1,1,2,3,1,55
EMP100580,Adi Lukman,469086,1,3,3,2,3,3,3,3,4,39
EMP100581,Wahyu Dharma Santoso,990199,4,1,5,3,5,3,3,1,3,41
EMP100582,Wulan Nabila Fauziah,620375,2,1,4,2,2,3,3,1,2,58
EMP100583,Dinda Zulfikar Herlambang,775302,4,1,6,1,4,2,3,4,5,75
EMP100584,Satya Ananda,506260,2,3,3,3,1,3,2,1,1,80
EMP100585,Indra Rohman,388751,4,1,6,6,3,3,1,3,4,18
EMP100586,Adit Hartanto,923680,1,2,4,6,2,3,3,1,1,33
EMP100587,Nabila Syahputra,173877,1,3,4,3,3,1,3,2,1,54
EMP100588,Intan Rohman,185888,1,4,5,5,4,2,3,1,3,84
EMP100589,Anisa Tri Pamungkas,832493,2,3,2,4,2,1,1,1,1,41
EMP100590,Putri Rachman Hartanto,651557,2,1,5,4,3,2,2,2,3,59
EMP100591,Kurnia Ginting,535552,4,3,5,3,3,3,2,2,4,52
EMP100592,Galih Handayani,454909,2,1,6,4,3,1,3,4,6,51
EMP100593,Hadi Santoso,718540,4,2,1,2,4,3,1,4,4,12
EMP100594,Teguh Sinaga,615125,4,2,4,2,3,2,1,1,3,73
EMP100595,Lestari Saputra,347680,2,1,2,4,2,2,3,1,6,84
EMP100596,Dimas Aji Hidayat,171964,1,4,6,4,4,1,3,3,4,50
EMP100597,Fajar Maulana,810974,1,1,1,6,2,3,1,3,2,58
EMP100598,Adit Aji Tamba,330408,1,4,6,5,2,1,1,2,6,39
EMP100599,Dimas Kurniawan,545270,2,1,2,2,1,1,3,4,1,16
EMP100600,Zaki Wijaya,183834,4,4,4,2,3,1,3,4,5,12
EMP100601,Nurlita Subekti,916084,4,2,3,2,2,2,2,2,2,70
EMP100602,Rifqi Ananda,804854,4,4,1,2,1,3,2,1,1,53
EMP100603,Ahmad Handayani,490479,3,1,6,1,5,3,3,4,2,71
EMP100604,Yoga Lukman,218375,3,2,4,4,5,3,1,3,5,1
EMP100605,Dwi Anggara,969799,1,3,1,4,5,2,3,3,3,73
EMP100606,Wulan Candra Saputra,597645,2,1,1,6,1,3,1,2,3,52
EMP100607,Rifqi Halim,676526,2,4,5,6,3,2,3,1,6,77
EMP100608,Rani Kurniawan,984426,1,4,6,6,4,1,3,4,2,17
EMP100609,Oktavia Nabila Ginting,886572,4,2,6,3,2,1,3,3,5,45
EMP100610,Hana Rohman,363463,2,4,1,5,5,1,3,3,4,71
EMP100611,Indra Sinaga,461530,1,2,6,1,2,3,1,1,6,83
EMP100612,Adit Utami,645697,1,4,5,1,3,1,3,2,1,87
EMP100613,Cahyo Nabila Situmorang,117437,2,3,6,1,4,3,2,2,6,24
EMP100614,Cahyo Pratama,887756,4,2,3,1,3,1,2,2,1,25
EMP100615,Ahmad Halim Nugroho,980688,2,1,4,5,1,3,1,4,1,86
EMP100616,Nadia Ramadhan,954078,2,4,3,2,2,2,2,4,2,46
EMP100617,Eko Rahmawati,649579,4,1,1,1,3,1,3,4,5,32
EMP100618,Arif Ramadhan,343530,1,4,2,1,4,3,1,1,3,81
EMP100619,Adi Candra Firmansyah,655260,3,2,1,2,3,1,2,4,1,49
EMP100620,Oka Kusuma,908837,4,2,3,5,4,1,2,4,3,76
EMP100621,Zahra Fauziah,482321,3,2,6,1,1,3,1,4,5,77
EMP100622,Ahmad Anugrah Anggara,858526,1,3,2,5,2,3,1,1,1,20
EMP100623,Hadi Simanjuntak,213338,1,1,3,3,3,1,3,1,2,53
EMP100624,Luthfi Firmansyah,839593,2,4,4,6,4,1,3,1,4,38
EMP100625,Dwi Utami,851937,4,2,4,2,2,3,3,3,3,83
EMP100626,Arif Nugroho,716358,2,1,4,2,3,1,3,2,6,8
EMP100627,Hadi Handayani,462656,3,3,6,5,4,2,2,3,2,19
EMP100628,Fitri Dharma Siregar,777098,2,4,5,6,5,3,1,2,1,12
EMP100629,Mahendra Subekti,197973,2,3,1,6,2,1,3,2,1,34
EMP100630,Maya Candra Maulida,606823,1,1,5,4,2,3,3,1,2,8
EMP100631,Zahra Dharma Zulfikar,722067,3,3,4,6,3,1,2,4,6,58
EMP100632,Rani Pramudita Suharto,898636,1,4,3,4,2,3,2,3,1,77
EMP100633,Dewi Setiawan,932462,1,4,5,3,4,1,3,4,2,54
EMP100634,Nugroho Pratama,340616,3,1,1,5,3,2,2,1,3,55
EMP100635,Umar Dharma Fauziah,809242,1,1,4,5,1,3,2,1,4,19
EMP100636,Rama Aji Wibowo,416363,2,2,3,2,1,3,3,1,6,76
EMP100637,Rani Adi Simanjuntak,701057,3,2,4,6,1,1,3,3,4,52
EMP100638,Budi Yudhistira Permadi,264996,2,1,3,4,5,1,3,1,2,64
EMP100639,Iman Pratama,299914,2,2,5,2,4,2,2,3,1,54
EMP100640,Dewi Yudhistira Putra,180730,2,1,5,5,4,2,2,1,3,7
EMP100641,Julia Simanjuntak,446470,2,3,4,4,4,2,2,3,1,70
EMP100642,Umar Halim Pradana,851298,3,4,6,6,2,1,1,2,1,69
EMP100643,Dewi Yulianto,762480,4,4,3,3,5,2,1,2,5,64
EMP100644,Ayunda Hartanto,178777,2,2,3,3,3,3,1,4,2,69
EMP100645,Yoga Iqbal Santoso,928180,1,1,5,5,4,3,2,4,5,26
EMP100646,Oktavia Ananda,994852,4,2,5,3,3,1,1,3,2,62
EMP100647,Vania Ganesha Ananda,989531,3,4,2,5,2,2,1,2,6,82
EMP100648,Sari Mahardika Firmansyah,573542,1,2,3,4,5,2,1,2,4,72
EMP100649,Wahyu Dharma Handayani,181669,2,1,1,1,4,2,2,2,6,48
EMP100650,Rifqi Kurniawan,965520,1,4,2,4,5,3,2,3,3,23
EMP100651,Novi Pamungkas,926032,3,1,1,3,5,2,3,4,3,56
EMP100652,Eko Mahardika Lukman,840203,3,4,6,3,1,2,1,4,4,58
EMP100653,Intan Pratama,581062,1,1,4,6,5,1,2,3,5,0
EMP100654,Prasetyo Hidayat,821489,3,4,5,5,3,3,1,1,6,29
EMP100655,Novi Lestari,704863,4,2,5,4,2,1,3,2,2,88
EMP100656,Joko Herlambang,405944,2,4,5,3,3,1,1,1,6,92
EMP100657,Rendra Anugrah Maulida,664536,1,2,4,1,2,1,3,1,4,76
EMP100658,Nurlita Jatmiko Salsabila,604659,2,1,1,6,4,2,1,4,6,149
EMP100659,Bella Utami,693802,3,4,4,2,3,3,2,4,6,26
EMP100660,Anisa Putra,254748,2,1,6,6,1,2,2,2,1,36
EMP100661,Budi Siregar,148430,2,3,3,5,2,3,3,4,6,69
EMP100662,Utami Pratama,461079,4,4,1,3,5,3,1,2,2,67
EMP100663,Rifqi Jatmiko Indrawan,654291,2,2,3,5,3,2,1,4,3,55
EMP100664,Zaki Rachman Putra,577970,4,3,5,2,4,1,1,2,6,19
EMP100665,Rendra Ridwan,418258,3,2,5,2,2,3,3,3,3,42
EMP100666,Evi Sinaga,272544,3,2,6,1,1,3,1,2,1,36
EMP100667,Rifqi Handayani,921140,4,2,5,6,1,1,3,1,2,109
EMP100668,Luthfi Yudhistira Rohman,255953,1,1,2,1,4,2,3,1,6,20
EMP100669,Adi Suharto,916342,3,1,4,3,1,2,1,2,2,79
EMP100670,Rama Tamba,263555,2,1,3,4,3,3,2,4,6,70
EMP100671,Fajar Baskara Rohman,353393,1,1,2,2,4,2,3,2,2,82
EMP100672,Rani Ridwan,660871,3,1,4,3,3,2,3,2,6,76
EMP100673,Citra Siregar,621920,2,2,4,2,4,3,1,1,4,18
EMP100674,Valdo Handayani,643626,2,3,6,5,5,1,2,4,6,31
EMP100675,Fajar Permadi,732697,2,3,4,3,3,3,2,4,6,63
EMP100676,Rifqi Simanjuntak,471025,3,3,3,5,1,2,2,3,2,54
EMP100677,Rani Halim Saputra,199272,3,3,1,3,1,1,1,4,5,13
EMP100678,Julia Jatmiko Nugroho,822401,2,1,2,4,5,1,2,3,3,80
EMP100679,Gita Sinaga,507462,3,4,4,2,3,1,2,2,3,39
EMP100680,Nugroho Ramadhan,877201,4,3,1,5,3,1,1,2,5,47
EMP100681,Kurnia Simanjuntak,734848,1,4,4,6,3,2,3,1,3,28
EMP100682,Tania Zulfikar,293915,1,4,3,3,2,1,2,1,3,39
EMP100683,Rani Qolbi Nugroho,638316,1,4,2,6,2,2,2,3,2,50
EMP100684,Dian Rahmawati,552672,2,4,6,4,3,1,1,3,5,125
EMP100685,Budi Wijaya Wijaya,957704,2,3,6,4,2,1,1,2,4,73
EMP100686,Satya Utami,518513,2,3,3,6,2,2,1,2,6,56
EMP100687,Gita Erlangga Herlambang,249746,2,2,2,5,4,3,1,2,4,36
EMP100688,Adit Iqbal Kurniawan,441262,3,4,4,1,2,2,3,1,3,40
